,ST_CASE,HOUR,MINUTE,TIME
21365,371229,12,31,751
21366,371230,3,38,218
21367,371231,15,21,921
21368,371232,6,45,405
21369,371233,99,99,6039
21370,371234,19,31,1171
21371,371235,18,53,1133
21372,371236,13,12,792
21373,371237,18,8,1088
21374,371238,13,13,793
21375,371239,18,39,1119
21376,371240,20,48,1248
21377,371241,18,21,1101
21378,371242,23,36,1416
21379,371243,17,58,1078
21380,371244,21,0,1260
21381,371245,12,10,730
21382,371246,12,48,768
21383,371247,16,2,962
21384,371248,17,51,1071
21385,371249,20,28,1228
21386,371250,8,45,525
21387,371251,23,37,1417
21388,371252,15,19,919
21389,371253,21,40,1300
21390,371254,19,8,1148
21391,371255,11,24,684
21392,371256,2,25,145
21393,371257,8,3,483
21394,371258,1,38,98
21395,371259,4,16,256
21396,371260,16,20,980
21397,371261,5,59,359
21398,371262,11,24,684
21399,371263,1,54,114
21400,371264,23,0,1380
21401,371265,13,33,813
21402,371266,19,28,1168
21403,371267,6,45,405
21404,371268,16,7,967
21405,371269,19,26,1166
21406,371270,8,57,537
21407,371271,20,6,1206
21408,371272,22,52,1372
21409,371273,16,42,1002
21410,371274,18,25,1105
21411,371275,13,29,809
21412,371276,17,50,1070
21413,371277,17,10,1030
21414,371278,16,8,968
21415,371279,16,12,972
21416,371280,14,14,854
21417,371281,12,4,724
21418,371282,13,55,835
21419,371283,19,22,1162
21420,380001,8,53,533
21421,380002,15,35,935
21422,380003,7,35,455
21423,380005,20,44,1244
21424,380006,14,5,845
21425,380007,20,28,1228
21426,380008,8,20,500
21427,380009,1,45,105
21428,380010,5,27,327
21429,380011,6,45,405
21430,380012,20,20,1220
21431,380013,16,37,997
21432,380014,19,20,1160
21433,380015,19,23,1163
21434,380016,18,20,1100
21435,380017,6,6,366
21436,380018,4,0,240
21437,380019,3,39,219
21438,380021,15,52,952
21439,380022,16,28,988
21440,380023,16,33,993
21441,380024,16,23,983
21442,380025,1,25,85
21443,380026,5,53,353
21444,380027,13,37,817
21445,380028,6,28,388
21446,380029,18,35,1115
21447,380030,17,45,1065
21448,380031,23,30,1410
21449,380032,0,15,15
21450,380033,19,59,1199
21451,380034,6,9,369
21452,380035,17,44,1064
21453,380036,2,30,150
21454,380037,10,18,618
21455,380038,20,54,1254
21456,380039,0,40,40
21457,380040,15,8,908
21458,380041,7,24,444
21459,380044,10,36,636
21460,380045,10,0,600
21461,380046,22,8,1328
21462,380047,18,13,1093
21463,380048,20,20,1220
21464,380049,22,35,1355
21465,380050,22,40,1360
21466,380051,23,29,1409
21467,380052,1,25,85
21468,380053,3,8,188
21469,380054,1,25,85
21470,380055,99,99,6039
21471,380056,18,35,1115
21472,380057,14,55,895
21473,380058,11,47,707
21474,380059,13,40,820
21475,380061,14,8,848
21476,380062,17,15,1035
21477,380063,9,0,540
21478,380064,18,50,1130
21479,380065,3,12,192
21480,380066,4,30,270
21481,380067,12,20,740
21482,380068,10,57,657
21483,380069,12,5,725
21484,380070,5,0,300
21485,380071,17,41,1061
21486,380072,19,57,1197
21487,380073,19,49,1189
21488,380074,0,22,22
21489,380075,15,45,945
21490,380076,21,20,1280
21491,380077,10,10,610
21492,380078,21,10,1270
21493,380079,22,27,1347
21494,380080,15,10,910
21495,380081,16,17,977
21496,380082,2,5,125
21497,380083,18,37,1117
21498,380084,18,10,1090
21499,380085,18,58,1138
21500,380086,20,57,1257
21501,380087,0,0,0
21502,380088,13,30,810
21503,380089,21,50,1310
21504,380090,1,10,70
21505,380091,8,55,535
21506,380092,18,23,1103
21507,380093,11,30,690
21508,380094,19,57,1197
21509,380095,6,30,390
21510,380096,22,2,1322
21511,380097,8,21,501
21512,380098,13,30,810
21513,380099,21,15,1275
21514,380100,13,40,820
21515,380101,8,42,522
21516,380102,18,5,1085
21517,380103,3,0,180
21518,380104,20,30,1230
21519,380105,21,38,1298
21520,380106,7,35,455
21521,380107,7,2,422
21522,380108,3,13,193
21523,380109,0,4,4
21524,380110,8,35,515
21525,380111,9,15,555
21526,380112,6,55,415
21527,380113,15,30,930
21528,380114,99,99,6039
21529,380115,14,10,850
21530,380116,18,45,1125
21531,390001,6,55,415
21532,390002,15,4,904
21533,390003,7,30,450
21534,390004,7,0,420
21535,390005,19,56,1196
21536,390006,13,20,800
21537,390007,15,26,926
21538,390008,17,21,1041
21539,390009,21,3,1263
21540,390010,17,4,1024
21541,390011,20,0,1200
21542,390012,22,52,1372
21543,390013,23,5,1385
21544,390014,18,1,1081
21545,390015,10,21,621
21546,390016,9,55,595
21547,390017,16,45,1005
21548,390018,7,12,432
21549,390019,13,25,805
21550,390020,21,34,1294
21551,390021,4,36,276
21552,390022,22,51,1371
21553,390023,13,20,800
21554,390024,7,39,459
21555,390025,13,15,795
21556,390026,19,10,1150
21557,390027,21,3,1263
21558,390028,18,12,1092
21559,390029,3,0,180
21560,390030,1,56,116
21561,390031,18,9,1089
21562,390032,4,0,240
21563,390033,22,3,1323
21564,390034,13,25,805
21565,390035,8,26,506
21566,390036,22,54,1374
21567,390037,14,35,875
21568,390038,22,42,1362
21569,390039,20,50,1250
21570,390040,6,48,408
21571,390041,5,49,349
21572,390042,10,23,623
21573,390043,23,15,1395
21574,390044,3,57,237
21575,390045,16,35,995
21576,390046,10,42,642
21577,390047,2,20,140
21578,390048,11,51,711
21579,390049,11,18,678
21580,390050,1,39,99
21581,390051,5,4,304
21582,390052,2,45,165
21583,390053,12,55,775
21584,390054,21,41,1301
21585,390055,17,10,1030
21586,390056,1,16,76
21587,390057,20,50,1250
21588,390059,8,50,530
21589,390060,2,48,168
21590,390061,20,24,1224
21591,390062,1,25,85
21592,390063,17,35,1055
21593,390064,2,7,127
21594,390066,2,9,129
21595,390067,5,54,354
21596,390068,10,6,606
21597,390069,12,13,733
21598,390072,17,10,1030
21599,390073,6,46,406
21600,390074,3,21,201
21601,390075,9,57,597
21602,390076,6,0,360
21603,390077,21,37,1297
21604,390078,22,39,1359
21605,390079,20,13,1213
21606,390080,19,39,1179
21607,390081,0,15,15
21608,390082,21,31,1291
21609,390083,19,15,1155
21610,390084,14,31,871
21611,390085,2,40,160
21612,390086,13,9,789
21613,390087,6,45,405
21614,390088,11,30,690
21615,390089,7,0,420
21616,390090,20,25,1225
21617,390091,19,21,1161
21618,390092,6,40,400
21619,390093,2,41,161
21620,390094,15,59,959
21621,390095,2,27,147
21622,390096,14,20,860
21623,390097,9,0,540
21624,390098,8,26,506
21625,390099,11,19,679
21626,390100,16,1,961
21627,390101,14,31,871
21628,390102,21,40,1300
21629,390103,7,47,467
21630,390104,9,17,557
21631,390105,14,37,877
21632,390106,10,10,610
21633,390107,8,35,515
21634,390108,15,25,925
21635,390109,14,21,861
21636,390110,10,55,655
21637,390111,17,36,1056
21638,390113,11,57,717
21639,390114,2,10,130
21640,390115,20,49,1249
21641,390116,11,25,685
21642,390117,17,35,1055
21643,390118,7,45,465
21644,390119,6,20,380
21645,390120,4,23,263
21646,390121,2,23,143
21647,390122,21,34,1294
21648,390123,19,35,1175
21649,390124,17,45,1065
21650,390125,15,50,950
21651,390126,14,22,862
21652,390127,12,5,725
21653,390129,17,2,1022
21654,390130,3,22,202
21655,390131,6,42,402
21656,390132,3,30,210
21657,390133,9,43,583
21658,390134,20,28,1228
21659,390135,9,40,580
21660,390136,17,28,1048
21661,390137,18,8,1088
21662,390138,2,32,152
21663,390139,13,36,816
21664,390140,18,46,1126
21665,390141,8,23,503
21666,390142,20,59,1259
21667,390143,18,59,1139
21668,390144,2,39,159
21669,390145,9,45,585
21670,390146,21,0,1260
21671,390147,10,20,620
21672,390148,12,21,741
21673,390149,3,11,191
21674,390150,6,42,402
21675,390151,8,30,510
21676,390152,12,5,725
21677,390153,7,19,439
21678,390154,6,37,397
21679,390155,23,35,1415
21680,390156,15,13,913
21681,390157,5,39,339
21682,390158,15,10,910
21683,390160,16,47,1007
21684,390161,11,28,688
21685,390162,18,1,1081
21686,390163,5,50,350
21687,390164,23,42,1422
21688,390165,7,10,430
21689,390166,1,50,110
21690,390168,18,39,1119
21691,390169,18,10,1090
21692,390170,22,15,1335
21693,390171,13,5,785
21694,390172,12,0,720
21695,390173,16,55,1015
21696,390174,11,30,690
21697,390175,15,45,945
21698,390176,8,27,507
21699,390177,21,12,1272
21700,390178,4,30,270
21701,390179,14,0,840
21702,390180,13,31,811
21703,390181,19,43,1183
21704,390182,11,9,669
21705,390183,13,33,813
21706,390184,20,53,1253
21707,390185,13,1,781
21708,390186,14,33,873
21709,390187,11,22,682
21710,390188,23,32,1412
21711,390189,15,40,940
21712,390190,20,50,1250
21713,390191,3,3,183
21714,390192,1,44,104
21715,390194,11,16,676
21716,390195,14,12,852
21717,390196,15,7,907
21718,390197,11,25,685
21719,390199,7,50,470
21720,390200,22,20,1340
21721,390201,8,36,516
21722,390202,15,38,938
21723,390203,13,20,800
21724,390204,15,35,935
21725,390205,20,50,1250
21726,390206,12,28,748
21727,390207,18,42,1122
21728,390208,16,44,1004
21729,390209,11,23,683
21730,390210,15,4,904
21731,390211,3,7,187
21732,390212,17,20,1040
21733,390213,19,21,1161
21734,390214,16,44,1004
21735,390215,19,35,1175
21736,390216,7,17,437
21737,390217,23,51,1431
21738,390218,1,25,85
21739,390219,13,33,813
21740,390220,14,34,874
21741,390221,0,26,26
21742,390223,16,57,1017
21743,390224,22,49,1369
21744,390225,8,15,495
21745,390227,22,36,1356
21746,390228,22,13,1333
21747,390229,14,39,879
21748,390230,23,54,1434
21749,390232,12,40,760
21750,390233,6,50,410
21751,390234,12,40,760
21752,390235,10,8,608
21753,390236,3,28,208
21754,390237,13,52,832
21755,390238,4,42,282
21756,390239,17,41,1061
21757,390240,16,5,965
21758,390241,9,45,585
21759,390242,15,13,913
21760,390243,21,56,1316
21761,390244,0,30,30
21762,390245,22,28,1348
21763,390246,10,41,641
21764,390247,13,0,780
21765,390248,5,45,345
21766,390249,18,50,1130
21767,390250,17,41,1061
21768,390251,16,1,961
21769,390252,15,34,934
21770,390253,11,30,690
21771,390254,16,43,1003
21772,390255,11,56,716
21773,390256,22,30,1350
21774,390257,17,47,1067
21775,390258,16,40,1000
21776,390259,20,38,1238
21777,390260,16,6,966
21778,390261,10,1,601
21779,390262,20,55,1255
21780,390263,5,0,300
21781,390264,18,30,1110
21782,390265,20,24,1224
21783,390266,2,20,140
21784,390267,5,9,309
21785,390268,18,41,1121
21786,390269,14,45,885
21787,390270,22,15,1335
21788,390271,3,15,195
21789,390272,18,40,1120
21790,390273,19,21,1161
21791,390274,9,4,544
21792,390275,11,40,700
21793,390276,8,12,492
21794,390277,5,18,318
21795,390278,14,25,865
21796,390279,15,12,912
21797,390280,1,28,88
21798,390282,18,12,1092
21799,390283,0,40,40
21800,390285,12,20,740
21801,390286,11,42,702
21802,390287,13,32,812
21803,390288,2,39,159
21804,390289,23,24,1404
21805,390290,16,29,989
21806,390291,15,23,923
21807,390292,12,18,738
21808,390293,18,46,1126
21809,390294,22,40,1360
21810,390295,9,20,560
21811,390296,16,30,990
21812,390297,8,8,488
21813,390298,1,6,66
21814,390299,1,53,113
21815,390300,18,28,1108
21816,390301,0,25,25
21817,390302,3,20,200
21818,390303,4,55,295
21819,390304,4,48,288
21820,390305,21,13,1273
21821,390306,15,45,945
21822,390307,19,45,1185
21823,390308,0,52,52
21824,390309,12,20,740
21825,390310,8,26,506
21826,390311,12,55,775
21827,390312,4,25,265
21828,390313,19,34,1174
21829,390314,7,55,475
21830,390315,16,16,976
21831,390316,17,20,1040
21832,390317,17,0,1020
21833,390318,0,19,19
21834,390319,10,35,635
21835,390320,20,8,1208
21836,390321,17,1,1021
21837,390322,19,50,1190
21838,390323,12,29,749
21839,390324,9,41,581
21840,390325,12,55,775
21841,390326,3,34,214
21842,390327,17,50,1070
21843,390328,15,47,947
21844,390329,12,0,720
21845,390330,14,56,896
21846,390331,17,25,1045
21847,390332,15,27,927
21848,390333,3,42,222
21849,390334,1,34,94
21850,390335,1,45,105
21851,390336,18,52,1132
21852,390337,21,43,1303
21853,390338,11,12,672
21854,390339,11,59,719
21855,390340,0,58,58
21856,390341,20,39,1239
21857,390342,23,47,1427
21858,390343,6,47,407
21859,390344,8,34,514
21860,390345,4,37,277
21861,390346,21,27,1287
21862,390347,3,10,190
21863,390348,0,55,55
21864,390349,23,18,1398
21865,390350,21,25,1285
21866,390351,22,8,1328
21867,390352,21,26,1286
21868,390353,11,24,684
21869,390354,13,23,803
21870,390355,16,5,965
21871,390356,1,1,61
21872,390357,23,15,1395
21873,390358,3,0,180
21874,390359,20,10,1210
21875,390360,23,38,1418
21876,390361,16,52,1012
21877,390362,17,18,1038
21878,390363,23,2,1382
21879,390364,16,37,997
21880,390365,10,17,617
21881,390366,18,50,1130
21882,390367,5,37,337
21883,390368,2,53,173
21884,390369,8,30,510
21885,390370,3,47,227
21886,390371,16,6,966
21887,390372,15,32,932
21888,390373,4,4,244
21889,390374,4,21,261
21890,390375,18,10,1090
21891,390376,7,38,458
21892,390377,22,42,1362
21893,390378,23,18,1398
21894,390379,11,48,708
21895,390380,17,42,1062
21896,390381,11,12,672
21897,390382,16,50,1010
21898,390383,21,4,1264
21899,390384,20,16,1216
21900,390385,21,41,1301
21901,390386,10,55,655
21902,390387,12,23,743
21903,390388,14,40,880
21904,390389,20,1,1201
21905,390390,10,30,630
21906,390391,21,10,1270
21907,390392,21,39,1299
21908,390393,22,1,1321
21909,390394,22,51,1371
21910,390395,16,45,1005
21911,390396,5,31,331
21912,390397,3,4,184
21913,390399,0,47,47
21914,390400,12,33,753
21915,390401,2,29,149
21916,390402,19,51,1191
21917,390403,23,44,1424
21918,390404,23,54,1434
21919,390405,6,53,413
21920,390406,6,20,380
21921,390407,18,35,1115
21922,390408,17,30,1050
21923,390409,16,2,962
21924,390411,18,12,1092
21925,390412,20,26,1226
21926,390413,0,25,25
21927,390414,18,11,1091
21928,390415,17,38,1058
21929,390417,23,42,1422
21930,390418,6,6,366
21931,390419,1,26,86
21932,390420,3,33,213
21933,390421,14,34,874
21934,390422,18,55,1135
21935,390423,18,30,1110
21936,390424,16,57,1017
21937,390425,16,36,996
21938,390426,22,25,1345
21939,390427,14,36,876
21940,390428,23,10,1390
21941,390429,17,3,1023
21942,390430,11,52,712
21943,390432,7,27,447
21944,390433,8,0,480
21945,390434,16,20,980
21946,390435,16,15,975
21947,390436,18,31,1111
21948,390437,6,0,360
21949,390438,13,13,793
21950,390439,21,12,1272
21951,390440,20,49,1249
21952,390441,0,23,23
21953,390442,4,25,265
21954,390443,16,40,1000
21955,390444,21,18,1278
21956,390445,2,51,171
21957,390446,18,20,1100
21958,390447,18,10,1090
21959,390448,9,9,549
21960,390449,11,44,704
21961,390450,7,54,474
21962,390451,7,33,453
21963,390452,13,37,817
21964,390453,16,38,998
21965,390454,2,20,140
21966,390455,14,48,888
21967,390456,18,3,1083
21968,390457,22,10,1330
21969,390458,9,57,597
21970,390459,8,23,503
21971,390460,23,15,1395
21972,390461,13,40,820
21973,390463,8,53,533
21974,390464,17,49,1069
21975,390465,19,10,1150
21976,390466,18,22,1102
21977,390467,17,10,1030
21978,390468,7,54,474
21979,390469,12,26,746
21980,390470,10,6,606
21981,390471,15,50,950
21982,390472,21,12,1272
21983,390473,10,5,605
21984,390474,14,48,888
21985,390475,11,21,681
21986,390476,12,40,760
21987,390477,16,14,974
21988,390478,13,33,813
21989,390479,12,34,754
21990,390480,12,7,727
21991,390481,22,45,1365
21992,390482,20,17,1217
21993,390483,18,30,1110
21994,390484,14,54,894
21995,390485,23,18,1398
21996,390486,13,32,812
21997,390488,2,0,120
21998,390489,9,7,547
21999,390490,15,31,931
22000,390491,12,20,740
22001,390492,6,57,417
22002,390493,16,23,983
22003,390494,9,54,594
22004,390495,21,15,1275
22005,390496,21,54,1314
22006,390497,18,29,1109
22007,390498,20,34,1234
22008,390499,21,35,1295
22009,390500,2,25,145
22010,390501,21,4,1264
22011,390503,18,33,1113
22012,390505,8,40,520
22013,390506,21,56,1316
22014,390507,16,11,971
22015,390508,18,15,1095
22016,390509,2,14,134
22017,390510,0,58,58
22018,390511,0,40,40
22019,390512,16,15,975
22020,390513,18,45,1125
22021,390514,5,20,320
22022,390515,18,52,1132
22023,390516,14,25,865
22024,390517,22,10,1330
22025,390518,1,57,117
22026,390519,11,0,660
22027,390520,0,38,38
22028,390521,22,49,1369
22029,390522,22,20,1340
22030,390523,11,38,698
22031,390524,17,57,1077
22032,390525,9,28,568
22033,390526,16,25,985
22034,390527,0,30,30
22035,390528,19,7,1147
22036,390529,5,24,324
22037,390531,15,48,948
22038,390532,6,25,385
22039,390533,18,40,1120
22040,390534,13,42,822
22041,390535,7,40,460
22042,390536,6,15,375
22043,390537,15,50,950
22044,390538,15,32,932
22045,390539,4,15,255
22046,390540,18,16,1096
22047,390541,15,36,936
22048,390542,9,23,563
22049,390543,0,42,42
22050,390544,12,56,776
22051,390545,11,6,666
22052,390546,14,48,888
22053,390547,20,4,1204
22054,390548,0,20,20
22055,390549,10,56,656
22056,390550,2,10,130
22057,390551,2,0,120
22058,390552,14,47,887
22059,390553,20,16,1216
22060,390554,22,42,1362
22061,390555,16,57,1017
22062,390556,15,10,910
22063,390557,6,3,363
22064,390558,6,22,382
22065,390559,5,40,340
22066,390560,13,0,780
22067,390561,16,55,1015
22068,390562,13,40,820
22069,390563,22,54,1374
22070,390564,23,55,1435
22071,390565,17,6,1026
22072,390566,17,55,1075
22073,390567,2,41,161
22074,390568,0,16,16
22075,390569,18,15,1095
22076,390570,19,55,1195
22077,390571,17,2,1022
22078,390572,20,13,1213
22079,390573,14,23,863
22080,390574,19,31,1171
22081,390576,13,55,835
22082,390577,19,43,1183
22083,390578,5,16,316
22084,390579,16,40,1000
22085,390580,11,39,699
22086,390581,15,34,934
22087,390582,21,13,1273
22088,390583,21,6,1266
22089,390584,12,50,770
22090,390585,16,1,961
22091,390586,15,28,928
22092,390587,0,10,10
22093,390588,17,7,1027
22094,390589,18,3,1083
22095,390590,3,5,185
22096,390591,15,39,939
22097,390592,18,13,1093
22098,390593,16,21,981
22099,390594,12,51,771
22100,390596,5,55,355
22101,390597,15,9,909
22102,390598,12,23,743
22103,390599,22,10,1330
22104,390600,15,16,916
22105,390601,19,39,1179
22106,390602,18,4,1084
22107,390603,16,8,968
22108,390604,13,9,789
22109,390605,0,44,44
22110,390606,1,39,99
22111,390607,2,29,149
22112,390608,21,45,1305
22113,390610,21,32,1292
22114,390611,17,25,1045
22115,390612,14,36,876
22116,390613,11,28,688
22117,390614,14,51,891
22118,390615,4,42,282
22119,390616,2,55,175
22120,390617,12,40,760
22121,390618,5,18,318
22122,390619,7,24,444
22123,390620,20,56,1256
22124,390621,11,56,716
22125,390622,11,20,680
22126,390623,1,27,87
22127,390624,2,44,164
22128,390625,4,0,240
22129,390626,7,11,431
22130,390627,10,0,600
22131,390628,2,21,141
22132,390630,22,23,1343
22133,390631,22,49,1369
22134,390632,16,12,972
22135,390633,21,0,1260
22136,390634,0,28,28
22137,390635,23,45,1425
22138,390636,6,20,380
22139,390637,0,45,45
22140,390638,19,50,1190
22141,390639,23,14,1394
22142,390640,13,45,825
22143,390641,13,32,812
22144,390642,3,5,185
22145,390644,10,0,600
22146,390645,15,28,928
22147,390646,22,34,1354
22148,390647,1,35,95
22149,390648,11,55,715
22150,390649,19,52,1192
22151,390650,8,3,483
22152,390651,12,35,755
22153,390652,19,9,1149
22154,390653,16,23,983
22155,390654,5,30,330
22156,390655,18,0,1080
22157,390657,23,35,1415
22158,390658,19,7,1147
22159,390659,10,50,650
22160,390660,1,30,90
22161,390661,16,18,978
22162,390662,16,18,978
22163,390663,20,4,1204
22164,390664,0,30,30
22165,390665,18,7,1087
22166,390666,12,37,757
22167,390667,6,58,418
22168,390668,7,44,464
22169,390669,23,42,1422
22170,390671,2,1,121
22171,390672,3,4,184
22172,390673,17,40,1060
22173,390674,15,18,918
22174,390675,15,11,911
22175,390676,23,4,1384
22176,390677,14,36,876
22177,390678,20,49,1249
22178,390679,13,30,810
22179,390680,11,5,665
22180,390681,22,49,1369
22181,390682,17,49,1069
22182,390683,0,42,42
22183,390684,11,33,693
22184,390685,11,43,703
22185,390687,15,8,908
22186,390688,10,25,625
22187,390689,21,8,1268
22188,390690,14,25,865
22189,390691,13,8,788
22190,390692,14,14,854
22191,390693,22,32,1352
22192,390694,21,32,1292
22193,390695,9,35,575
22194,390696,2,0,120
22195,390697,7,55,475
22196,390698,10,5,605
22197,390699,2,47,167
22198,390701,22,25,1345
22199,390702,11,20,680
22200,390703,21,51,1311
22201,390704,3,6,186
22202,390705,21,7,1267
22203,390706,0,10,10
22204,390707,20,41,1241
22205,390708,2,15,135
22206,390709,20,8,1208
22207,390710,17,29,1049
